date,org_name,metric,category_1,category_2,category_3,category_4
2019-05-01,North East and Yorkshire,90th percentile,11.48333333,43.33333333,144.2833333,131.9
2019-05-01,North West,Mean,7.116666667,20.83333333,58.1,81.13333333
2019-05-01,North West,90th percentile,11.98333333,43.61666667,136.0166667,168.45
2019-05-01,Midlands,Mean,7.083333333,18.23333333,39.73333333,53.36666667
2019-05-01,Midlands,90th percentile,12.41666667,36.36666667,91.58333333,121.1
2019-05-01,East of England,Mean,7.7,26.43333333,90.21666667,89.01666667
2019-05-01,East of England,90th percentile,14.01666667,54.93333333,226.25,237.5
2019-05-01,London,Mean,6.133333333,17.6,53.75,84.75
2019-05-01,London,90th percentile,10.16666667,35.71666667,122.8666667,192.8833333
2019-05-01,South East,Mean,7.233333333,19.3,78.08333333,94.31666667
2019-05-01,South East,90th percentile,13.41666667,37.56666667,186.3833333,220.5333333
2019-05-01,South West,Mean,6.766666667,28.53333333,72.46666667,86.68333333
2019-05-01,South West,90th percentile,12.45,59.95,171.7333333,196.3333333
2019-06-01,England (Average of all regions),Mean,7.116666667,22.46666667,68.81666667,82.18333333
2019-06-01,England (Average of all regions),90th percentile,12.48333333,46.05,164.7166667,187.55
2019-06-01,North East and Yorkshire,Mean,6.6,21.83333333,64.71666667,54.98333333
2019-06-01,North East and Yorkshire,90th percentile,11.53333333,44.98333333,159.5166667,129.05
2019-06-01,North West,Mean,7.35,22.13333333,64.53333333,85.2
2019-06-01,North West,90th percentile,12.38333333,47.13333333,152.25,178.7166667
2019-06-01,Midlands,Mean,7.216666667,19.86666667,52.5,67.26666667
2019-06-01,Midlands,90th percentile,12.88333333,39.36666667,123.5333333,151.75
2019-06-01,East of England,Mean,7.966666667,27.26666667,96.6,92.61666667
2019-06-01,East of England,90th percentile,14.41666667,56.33333333,248.35,247.15
2019-06-01,London,Mean,6.633333333,21.5,65.71666667,94.51666667
2019-06-01,London,90th percentile,10.98333333,44.65,158.2333333,213.8166667
2019-06-01,South East,Mean,7.4,19.56666667,82.5,94.18333333
2019-06-01,South East,90th percentile,13.63333333,38.3,192.75,214.85
2019-06-01,South West,Mean,6.983333333,29.46666667,77.71666667,100.5333333
2019-06-01,South West,90th percentile,12.9,61.78333333,185.8166667,226.4833333
2019-07-01,England (Average of all regions),Mean,7.233333333,23.31666667,71.75,85.88333333
2019-07-01,England (Average of all regions),90th percentile,12.71666667,48,171.5166667,200.3833333
2019-07-01,North East and Yorkshire,Mean,6.783333333,22.56666667,67.1,52.1
2019-07-01,North East and Yorkshire,90th percentile,11.83333333,46.68333333,161.5666667,115.2666667
2019-07-01,North West,Mean,7.4,23.51666667,71.75,91.95
2019-07-01,North West,90th percentile,12.55,50.06666667,169.0666667,198.9333333
2019-07-01,Midlands,Mean,7.316666667,21.96666667,58.9,75.85
2019-07-01,Midlands,90th percentile,12.91666667,43.98333333,146.1333333,182.2333333
2019-07-01,East of England,Mean,8.316666667,30.56666667,117.4833333,112.9833333
2019-07-01,East of England,90th percentile,15.28333333,63.85,294.9166667,307.5333333
2019-07-01,London,Mean,6.583333333,21.05,66.36666667,96.35
2019-07-01,London,90th percentile,10.93333333,43.73333333,159.9166667,219.0333333
2019-07-01,South East,Mean,7.383333333,18.5,74.51666667,87.4
2019-07-01,South East,90th percentile,13.8,36.08333333,168.75,200.45
2019-07-01,South West,Mean,7.166666667,29.4,79.98333333,99.25
2019-07-01,South West,90th percentile,13.11666667,61.71666667,188.9,237.5166667
2019-08-01,England (Average of all regions),Mean,7.083333333,21.31666667,62.78333333,74.73333333
2019-08-01,England (Average of all regions),90th percentile,12.48333333,43.53333333,148.3,171
2019-08-01,North East and Yorkshire,Mean,6.75,21.13333333,59.75,48.1
2019-08-01,North East and Yorkshire,90th percentile,11.7,43.75,143.3166667,107.95
2019-08-01,North West,Mean,7.266666667,22.26666667,68.96666667,84.98333333
2019-08-01,North West,90th percentile,12.28333333,47.3,162.0166667,185.0666667
2019-08-01,Midlands,Mean,7.083333333,20.48333333,51.33333333,66.53333333
2019-08-01,Midlands,90th percentile,12.58333333,41.16666667,121.0166667,151.9
2019-08-01,East of England,Mean,7.75,24.93333333,75.95,75.13333333
2019-08-01,East of England,90th percentile,14.36666667,51.15,185.7833333,180.7333333
2019-08-01,London,Mean,6.6,18.46666667,55.45,87.85
2019-08-01,London,90th percentile,11.03333333,37.65,132.6833333,200.3666667
2019-08-01,South East,Mean,7.233333333,17.43333333,68.53333333,82.33333333
2019-08-01,South East,90th percentile,13.38333333,33.46666667,157.3,195.2666667
2019-08-01,South West,Mean,7.233333333,27.86666667,74.43333333,85.43333333
2019-08-01,South West,90th percentile,13.23333333,57.96666667,177.55,208.2333333
2019-09-01,England (Average of all regions),Mean,7.25,22.38333333,68.98333333,79.56666667
2019-09-01,England (Average of all regions),90th percentile,12.73333333,45.68333333,163.9833333,183.5166667
2019-09-01,North East and Yorkshire,Mean,6.866666667,22.36666667,63.85,46.55
2019-09-01,North East and Yorkshire,90th percentile,11.85,45.88333333,153.9666667,105.5333333
2019-09-01,North West,Mean,7.4,24.1,79.75,95.85
2019-09-01,North West,90th percentile,12.45,51.53333333,187.7,209.45
2019-09-01,Midlands,Mean,7.3,20.2,57.43333333,75.31666667
2019-09-01,Midlands,90th percentile,12.91666667,39.9,136,175.6833333
2019-09-01,East of England,Mean,7.9,27.33333333,92.31666667,85.18333333
2019-09-01,East of England,90th percentile,14.48333333,56.45,232.7666667,218.3
2019-09-01,London,Mean,6.683333333,18.48333333,56.05,78.73333333
2019-09-01,London,90th percentile,11.21666667,37.16666667,135.8,181.7666667
2019-09-01,South East,Mean,7.55,18.91666667,73.05,91.61666667
2019-09-01,South East,90th percentile,13.7,37.26666667,168.7333333,208.8333333
2019-09-01,South West,Mean,7.183333333,30.05,82.25,90.55
2019-09-01,South West,90th percentile,13.33333333,62.85,194.2333333,214.8333333
2019-10-01,England (Average of all regions),Mean,7.383333333,23.78333333,74.8,88.95
2019-10-01,England (Average of all regions),90th percentile,12.98333333,48.48333333,178.3666667,207.65
2019-10-01,North East and Yorkshire,Mean,7.1,25.38333333,73.55,74
2019-10-01,North East and Yorkshire,90th percentile,12.16666667,52.31666667,179.75,174.8833333
2019-10-01,North West,Mean,7.516666667,26.28333333,82.4,91.1
2019-10-01,North West,90th percentile,12.71666667,55.91666667,197,200.5
2019-10-01,Midlands,Mean,7.416666667,22.31666667,66.25,86.9
2019-10-01,Midlands,90th percentile,13.18333333,44.26666667,155.5333333,201.8333333
2019-10-01,East of England,Mean,8.15,29.41666667,105.2833333,101.7
2019-10-01,East of England,90th percentile,15.01666667,60.1,266.65,255.5
2019-10-01,London,Mean,6.85,18.9,60.43333333,77.88333333
2019-10-01,London,90th percentile,11.5,37.95,143.3333333,176.5
2019-10-01,South East,Mean,7.55,19.85,82.66666667,107.6166667
2019-10-01,South East,90th percentile,14.01666667,39.03333333,194.4333333,250.7
2019-10-01,South West,Mean,7.033333333,28.31666667,73.55,79.51666667
2019-10-01,South West,90th percentile,12.8,59.11666667,172.8166667,191.8
2019-11-01,England (Average of all regions),Mean,7.45,25.86666667,82.75,96.66666667
2019-11-01,England (Average of all regions),90th percentile,13.15,53.3,197.4333333,227.3666667
2019-11-01,North East and Yorkshire,Mean,7.283333333,27.95,80.96666667,84.61666667
2019-11-01,North East and Yorkshire,90th percentile,12.48333333,57.78333333,197.3166667,193.4666667
2019-11-01,North West,Mean,7.45,30.71666667,102.5166667,92.81666667
2019-11-01,North West,90th percentile,12.63333333,67.21666667,244.1166667,209.6333333
2019-11-01,Midlands,Mean,7.616666667,24.23333333,72.38333333,91.28333333
2019-11-01,Midlands,90th percentile,13.53333333,48.86666667,169.6333333,212.1333333
2019-11-01,East of England,Mean,8.4,31.65,116.4166667,114.9333333
2019-11-01,East of England,90th percentile,15.45,64.11666667,296.45,293.7833333
2019-11-01,London,Mean,6.75,21.18333333,73.15,99.21666667
2019-11-01,London,90th percentile,11.21666667,43.55,177.3333333,228.55
2019-11-01,South East,Mean,7.516666667,20.1,84.38333333,95.13333333
2019-11-01,South East,90th percentile,14.15,39.56666667,193.9666667,219.3
2019-11-01,South West,Mean,7.166666667,29.31666667,78.61666667,92.75
2019-11-01,South West,90th percentile,13.25,61.48333333,190.7333333,223.9833333
2019-12-01,England (Average of all regions),Mean,7.55,27.95,89.96666667,98.6
2019-12-01,England (Average of all regions),90th percentile,13.26666667,58.45,217.25,227.4666667
2019-12-01,North East and Yorkshire,Mean,7.466666667,31.21666667,91.96666667,90.75
2019-12-01,North East and Yorkshire,90th percentile,12.83333333,64.65,227.7833333,194.8333333
2019-12-01,North West,Mean,7.483333333,31.6,113.35,92.13333333
2019-12-01,North West,90th percentile,12.61666667,70.66666667,265.6166667,209.3166667
2019-12-01,Midlands,Mean,7.666666667,27.01666667,76.33333333,91.83333333
2019-12-01,Midlands,90th percentile,13.53333333,54.83333333,183.3333333,218.25
2019-12-01,East of England,Mean,8.283333333,31.96666667,106.5666667,104.2333333
2019-12-01,East of England,90th percentile,15.31666667,66.76666667,282.3833333,283.15
2019-12-01,London,Mean,7.033333333,25.5,90.41666667,117.3333333
2019-12-01,London,90th percentile,11.73333333,54.35,224.8833333,250.75
2019-12-01,South East,Mean,7.75,21.01666667,89.38333333,98.13333333
2019-12-01,South East,90th percentile,14.31666667,41.86666667,203.9166667,236.1833333
2019-12-01,South West,Mean,7.133333333,30.11666667,91.66666667,111.0666667
2019-12-01,South West,90th percentile,12.95,63.1,228.5,260.9666667
2020-01-01,England (Average of all regions),Mean,7.1,20.91666667,56.68333333,74.86666667
2020-01-01,England (Average of all regions),90th percentile,12.45,42.53333333,132.1666667,172.5166667
2020-01-01,North East and Yorkshire,Mean,6.75,20.78333333,49.13333333,57.88333333
2020-01-01,North East and Yorkshire,90th percentile,11.56666667,42.4,116.5666667,136.2166667
2020-01-01,North West,Mean,7.116666667,23.85,85.25,81.46666667
2020-01-01,North West,90th percentile,12,50.88333333,195.7,183.7
2020-01-01,Midlands,Mean,7.266666667,19.23333333,41.83333333,61.06666667
2020-01-01,Midlands,90th percentile,12.91666667,37.85,96.28333333,137.3166667
2020-01-01,East of England,Mean,7.783333333,25.13333333,70.15,89.83333333
2020-01-01,East of England,90th percentile,14.23333333,51.75,169.4166667,223.2666667
2020-01-01,London,Mean,6.516666667,18.23333333,53.7,76.53333333
2020-01-01,London,90th percentile,10.78333333,37,128.95,178.55
2020-01-01,South East,Mean,7.383333333,17.08333333,61.78333333,70.76666667
2020-01-01,South East,90th percentile,13.53333333,33,141.0666667,165.8166667
2020-01-01,South West,Mean,6.85,25.93333333,62.35,87.36666667
2020-01-01,South West,90th percentile,12.41666667,53.7,146.3166667,210.4833333
2020-02-01,England (Average of all regions),Mean,7.3,22.11666667,67.25,98.66666667
2020-02-01,England (Average of all regions),90th percentile,12.86666667,45.1,157.0666667,229.45
2020-02-01,North East and Yorkshire,Mean,6.916666667,20.28333333,50.33333333,64.53333333
2020-02-01,North East and Yorkshire,90th percentile,11.95,41.03333333,120.4833333,139.55
2020-02-01,North West,Mean,7.25,24.41666667,95.86666667,86.23333333
2020-02-01,North West,90th percentile,12.3,51.85,216.1,197.1
2020-02-01,Midlands,Mean,7.4,19.1,50.81666667,63.65
2020-02-01,Midlands,90th percentile,13.23333333,37.46666667,117,153.4166667
2020-02-01,East of England,Mean,8.25,27.76666667,82.03333333,121.6166667
2020-02-01,East of England,90th percentile,15.15,57.23333333,203.5833333,296.6
2020-02-01,London,Mean,6.783333333,22.05,77.31666667,179
2020-02-01,London,90th percentile,11.25,45.93333333,185.4,421.7
2020-02-01,South East,Mean,7.6,18.85,75.38333333,90.08333333
2020-02-01,South East,90th percentile,14.03333333,36.71666667,172.4333333,209.4833333
2020-02-01,South West,Mean,6.95,26.78333333,68.36666667,96.76666667
2020-02-01,South West,90th percentile,12.6,55.75,161.8833333,225.7333333
2020-03-01,England (Average of all regions),Mean,8.116666667,32.1,90.15,115.8333333
2020-03-01,England (Average of all regions),90th percentile,14.36666667,69.01666667,219.7833333,276.4666667
2020-03-01,North East and Yorkshire,Mean,7.666666667,25.11666667,64.28333333,77.41666667
2020-03-01,North East and Yorkshire,90th percentile,12.9,51.36666667,156.4666667,189.1666667
2020-03-01,North West,Mean,7.833333333,37.61666667,150.7666667,113.5833333
2020-03-01,North West,90th percentile,13.23333333,85.5,358.3333333,270.15
2020-03-01,Midlands,Mean,7.583333333,20.78333333,61.95,67.8
2020-03-01,Midlands,90th percentile,13.6,41.06666667,146.0333333,168.25
2020-03-01,East of England,Mean,8.383333333,31.4,98.15,139.3
2020-03-01,East of England,90th percentile,15.05,66.55,249.7,315.7166667
2020-03-01,London,Mean,9.85,61.36666667,166.9166667,242.55
2020-03-01,London,90th percentile,17.6,140.5166667,436.4666667,593.55
2020-03-01,South East,Mean,7.8,20.58333333,86.36666667,99.68333333
2020-03-01,South East,90th percentile,14.63333333,41,202.5666667,223.9666667
2020-03-01,South West,Mean,7.166666667,27.88333333,87.68333333,118.5833333
2020-03-01,South West,90th percentile,13.03333333,57.1,221.9833333,278.95
2020-04-01,England (Average of all regions),Mean,7.05,18.48333333,39.75,66.98333333
2020-04-01,England (Average of all regions),90th percentile,12.33333333,38.43333333,89.46666667,145.2333333
2020-04-01,North East and Yorkshire,Mean,6.9,17.03333333,34.15,48.75
2020-04-01,North East and Yorkshire,90th percentile,11.78333333,33.26666667,78.46666667,113.5166667
2020-04-01,North West,Mean,7.416666667,24.75,75.58333333,103.0833333
2020-04-01,North West,90th percentile,12.3,53.58333333,180.0333333,218.45
2020-04-01,Midlands,Mean,6.85,13.68333333,27.15,31.88333333
2020-04-01,Midlands,90th percentile,12.06666667,25.46666667,57.91666667,64.5
2020-04-01,East of England,Mean,7.933333333,21.78333333,46.56666667,69.53333333
2020-04-01,East of England,90th percentile,14.1,46.46666667,104.5333333,159.0333333
2020-04-01,London,Mean,7.183333333,23.55,45.11666667,63.18333333
2020-04-01,London,90th percentile,12.31666667,56.28333333,94.65,132.1166667
2020-04-01,South East,Mean,6.366666667,13.83333333,42.21666667,53.51666667
2020-04-01,South East,90th percentile,11.86666667,25.9,97.46666667,125.8
2020-04-01,South West,Mean,6.516666667,17.23333333,31.11666667,52.93333333
2020-04-01,South West,90th percentile,11.55,33.48333333,69.45,117.65
2020-05-01,England (Average of all regions),Mean,6.516666667,13.48333333,28.85,51.13333333
2020-05-01,England (Average of all regions),90th percentile,11.35,25.25,63.16666667,105.7666667
2020-05-01,North East and Yorkshire,Mean,6.85,14.46666667,27.55,43.85
2020-05-01,North East and Yorkshire,90th percentile,11.61666667,27.55,61.65,100.05
2020-05-01,North West,Mean,6.833333333,15.18333333,38.25,69.01666667
2020-05-01,North West,90th percentile,11.35,28.6,85.76666667,130.45
2020-05-01,Midlands,Mean,6.65,12.33333333,20.13333333,27.1
2020-05-01,Midlands,90th percentile,11.56666667,22.6,40.26666667,54.4
2020-05-01,East of England,Mean,6.283333333,14.85,29.53333333,52.81666667
2020-05-01,East of England,90th percentile,11.41666667,28.8,68.55,126.7666667
2020-05-01,London,Mean,5.866666667,8.9,22.05,39.18333333
2020-05-01,London,90th percentile,9.883333333,15.08333333,47.6,91.18333333
2020-05-01,South East,Mean,6.366666667,13.33333333,38.46666667,51.18333333
2020-05-01,South East,90th percentile,11.68333333,24.9,85.48333333,116.0166667
2020-05-01,South West,Mean,6.766666667,17.38333333,32.26666667,51.8
2020-05-01,South West,90th percentile,12.16666667,34.13333333,71.91666667,113.1666667
2020-06-01,England (Average of all regions),Mean,6.583333333,14.88333333,36.31666667,59.16666667
2020-06-01,England (Average of all regions),90th percentile,11.51666667,28.4,81.56666667,121.9
2020-06-01,North East and Yorkshire,Mean,6.633333333,15.28333333,31.6,47.15
2020-06-01,North East and Yorkshire,90th percentile,11.51666667,29.36666667,73.1,105.6666667
2020-06-01,North West,Mean,6.883333333,17.81666667,51.18333333,79.55
2020-06-01,North West,90th percentile,11.45,34.91666667,115.25,149.1166667
2020-06-01,Midlands,Mean,6.666666667,13.53333333,24.15,31.16666667
2020-06-01,Midlands,90th percentile,11.43333333,25.3,51.38333333,63.38333333
2020-06-01,East of England,Mean,6.566666667,16.95,36.03333333,59.9
2020-06-01,East of England,90th percentile,12.01666667,34.08333333,85.8,133.1333333
2020-06-01,London,Mean,5.766666667,9.55,23.85,46.5
2020-06-01,London,90th percentile,9.65,16.4,51.03333333,99.9
2020-06-01,South East,Mean,6.833333333,15.26666667,55.51666667,65.6
2020-06-01,South East,90th percentile,12.71666667,28.53333333,126,150.1833333
2020-06-01,South West,Mean,6.683333333,18.36666667,37.25,63.73333333
2020-06-01,South West,90th percentile,12.15,36.18333333,84.63333333,150.3166667
2020-07-01,England (Average of all regions),Mean,6.766666667,16.68333333,43.4,69.33333333
2020-07-01,England (Average of all regions),90th percentile,11.95,32.56666667,99.11666667,146.85
2020-07-01,North East and Yorkshire,Mean,6.75,17.05,38.11666667,56.18333333
2020-07-01,North East and Yorkshire,90th percentile,11.53333333,33.8,88.81666667,130.4333333
2020-07-01,North West,Mean,7.1,20.9,62.16666667,98.75
2020-07-01,North West,90th percentile,11.91666667,42.03333333,142.2,192.1166667
2020-07-01,Midlands,Mean,6.85,14.5,28.8,37.41666667
2020-07-01,Midlands,90th percentile,12.08333333,27.86666667,63.38333333,81.7
2020-07-01,East of England,Mean,6.683333333,19.2,43.16666667,66.58333333
2020-07-01,East of England,90th percentile,12.45,39.18333333,101.2,140.1666667
2020-07-01,London,Mean,5.983333333,11.16666667,27.93333333,56.5
2020-07-01,London,90th percentile,10,19.76666667,61.2,120.2
2020-07-01,South East,Mean,7.083333333,16.75,64.26666667,73.31666667
2020-07-01,South East,90th percentile,13.11666667,31.68333333,148.0833333,170.6833333
2020-07-01,South West,Mean,6.783333333,19.98333333,48.91666667,77.86666667
2020-07-01,South West,90th percentile,12.7,40.21666667,113.95,177
2020-08-01,England (Average of all regions),Mean,7.066666667,20.05,56.7,84.9
2020-08-01,England (Average of all regions),90th percentile,12.6,40.56666667,131.6666667,178.9
2020-08-01,North East and Yorkshire,Mean,7.083333333,20.21666667,49.2,65.31666667
2020-08-01,North East and Yorkshire,90th percentile,12.2,41.51666667,117.85,158.55
2020-08-01,North West,Mean,7.45,27.61666667,89.36666667,121.5666667
2020-08-01,North West,90th percentile,12.58333333,59.5,207.1166667,227.95
2020-08-01,Midlands,Mean,7.066666667,17.1,38.48333333,44.86666667
2020-08-01,Midlands,90th percentile,12.51666667,33.63333333,87.18333333,104.6333333
2020-08-01,East of England,Mean,7.133333333,22.41666667,55.65,80.76666667
2020-08-01,East of England,90th percentile,13.33333333,46.76666667,134.05,169.5166667
2020-08-01,London,Mean,6.05,14.2,35.95,69.35
2020-08-01,London,90th percentile,10.4,27,81.26666667,143.7666667
2020-08-01,South East,Mean,7.283333333,18.4,76.46666667,94.41666667
2020-08-01,South East,90th percentile,13.61666667,35.11666667,174.2,216.8
2020-08-01,South West,Mean,7.383333333,24.28333333,70.96666667,101.6666667
2020-08-01,South West,90th percentile,13.95,49.55,172.7333333,238.2833333
2020-09-01,England (Average of all regions),Mean,7.166666667,22.55,66.83333333,98.1
2020-09-01,England (Average of all regions),90th percentile,12.75,46.05,157.1166667,208.0833333
2020-09-01,North East and Yorkshire,Mean,7.35,23.25,64.11666667,78.18333333
2020-09-01,North East and Yorkshire,90th percentile,12.63333333,47.78333333,157.35,178.25
2020-09-01,North West,Mean,7.45,32.26666667,99.28333333,131.6
2020-09-01,North West,90th percentile,12.45,70.56666667,231.5833333,252.9666667
2020-09-01,Midlands,Mean,7.4,20.33333333,54.11666667,60.55
2020-09-01,Midlands,90th percentile,13.2,40.51666667,126.3833333,144.8333333
2020-09-01,East of England,Mean,7.1,22.91666667,58.43333333,84.56666667
2020-09-01,East of England,90th percentile,13.2,47.06666667,142.7833333,174.45
2020-09-01,London,Mean,5.766666667,16.88333333,47.53333333,90.88333333
2020-09-01,London,90th percentile,9.816666667,33.7,113.8166667,194.1666667
2020-09-01,South East,Mean,7.15,18.2,73.1,95.05
2020-09-01,South East,90th percentile,13.4,34.78333333,162.6166667,214.4333333
2020-09-01,South West,Mean,7.733333333,27.5,94.76666667,124.75
2020-09-01,South West,90th percentile,14.36666667,56.23333333,234.45,292.2333333
2020-10-01,England (Average of all regions),Mean,7.383333333,25.35,70.6,106.9333333
2020-10-01,England (Average of all regions),90th percentile,13.03333333,52.1,167.6666667,231.75
2020-10-01,North East and Yorkshire,Mean,8.066666667,30.28333333,96.65,102.5333333
2020-10-01,North East and Yorkshire,90th percentile,13.9,63.13333333,236.8333333,238.6166667
2020-10-01,North West,Mean,8.05,45.66666667,138.6333333,179.0166667
2020-10-01,North West,90th percentile,13.36666667,100.4666667,336.5,357.1833333
2020-10-01,Midlands,Mean,7.483333333,21.45,55.81666667,63
2020-10-01,Midlands,90th percentile,13.18333333,43.2,132.2666667,152.3833333
2020-10-01,East of England,Mean,7.116666667,23.75,61.41666667,84.75
2020-10-01,East of England,90th percentile,13.21666667,48.71666667,152.4166667,199.3666667
2020-10-01,London,Mean,5.55,15.21666667,39.33333333,78.2
2020-10-01,London,90th percentile,9.3,29.2,91.51666667,171.4833333
2020-10-01,South East,Mean,7.05,17.26666667,67.05,79.93333333
2020-10-01,South East,90th percentile,12.96666667,32.4,151.05,183.4166667
2020-10-01,South West,Mean,7.933333333,27.13333333,80.85,110.3666667
2020-10-01,South West,90th percentile,14.76666667,55.03333333,194.8166667,256.75
2020-11-01,England (Average of all regions),Mean,7.15,21.26666667,58.48333333,92.66666667
2020-11-01,England (Average of all regions),90th percentile,12.55,42.83333333,138.5333333,196.65
2020-11-01,North East and Yorkshire,Mean,7.733333333,26.88333333,76.88333333,87.8
2020-11-01,North East and Yorkshire,90th percentile,13.31666667,55.83333333,189.55,213.8
2020-11-01,North West,Mean,7.85,28.95,83.5,149.2666667
2020-11-01,North West,90th percentile,12.95,61.33333333,196.05,288.6833333
2020-11-01,Midlands,Mean,7.1,20.3,54.2,58.26666667
2020-11-01,Midlands,90th percentile,12.41666667,40.63333333,128.3,139.2
2020-11-01,East of England,Mean,6.683333333,19.9,49.46666667,68.48333333
2020-11-01,East of England,90th percentile,12.43333333,40.51666667,123.4666667,153.55
2020-11-01,London,Mean,5.35,14.26666667,36.06666667,68.28333333
2020-11-01,London,90th percentile,8.966666667,27.13333333,81.56666667,143.8833333
2020-11-01,South East,Mean,6.933333333,16.4,59.98333333,71.38333333
2020-11-01,South East,90th percentile,12.63333333,30.63333333,138.5666667,161.7666667
2020-11-01,South West,Mean,8.033333333,23.85,60.81666667,91.1
2020-11-01,South West,90th percentile,14.75,47.48333333,145.3,205.75
2020-12-01,England (Average of all regions),Mean,7.416666667,27.85,81.56666667,126.1833333
2020-12-01,England (Average of all regions),90th percentile,13.11666667,59.63333333,194.8833333,274.5
2020-12-01,North East and Yorkshire,Mean,7.566666667,26.88333333,76.33333333,87.73333333
2020-12-01,North East and Yorkshire,90th percentile,13.11666667,56,190.3,205.45
2020-12-01,North West,Mean,7.6,26.48333333,77.76666667,176.6333333
2020-12-01,North West,90th percentile,12.73333333,55.81666667,182.7833333,354.95
2020-12-01,Midlands,Mean,7.166666667,20.35,57.56666667,62.15
2020-12-01,Midlands,90th percentile,12.63333333,40.46666667,134.75,148.45
2020-12-01,East of England,Mean,7.3,26.6,84.6,97.41666667
2020-12-01,East of England,90th percentile,13.51666667,56.25,212.6833333,236
2020-12-01,London,Mean,6.566666667,44.71666667,101.65,174.9666667
2020-12-01,London,90th percentile,11.1,108.0166667,251.9,397.2666667
2020-12-01,South East,Mean,7.6,23.76666667,107.4833333,109.7166667
2020-12-01,South East,90th percentile,13.8,46.35,244.6333333,248.6
2020-12-01,South West,Mean,8.266666667,27.03333333,76.83333333,102.45
2020-12-01,South West,90th percentile,15.25,55.31666667,189.6833333,236.9166667
2021-01-01,England (Average of all regions),Mean,7.516666667,29.65,87.55,131.8666667
2021-01-01,England (Average of all regions),90th percentile,13.26666667,64.16666667,212.0333333,293.6333333
2021-01-01,North East and Yorkshire,Mean,7.583333333,28.6,82.08333333,93.81666667
2021-01-01,North East and Yorkshire,90th percentile,13.03333333,59.66666667,200.9333333,228.8
2021-01-01,North West,Mean,8.2,35.58333333,104.65,217.65
2021-01-01,North West,90th percentile,13.78333333,77.96666667,249.8333333,452.1
2021-01-01,Midlands,Mean,7.25,21.58333333,64.43333333,66.23333333
2021-01-01,Midlands,90th percentile,12.71666667,43.1,152.3666667,155.75
2021-01-01,East of England,Mean,7.516666667,29.6,96.9,121.7833333
2021-01-01,East of England,90th percentile,14.1,63.51666667,253.5166667,293.1833333
2021-01-01,London,Mean,6.366666667,41.43333333,83.43333333,133.9833333
2021-01-01,London,90th percentile,10.68333333,100.8,211.4,307.2333333
